word_index	level	word	pinyin	pinyin_numbered	pinyin_cc-cedict	part_of_speech
6786	7-9	功力	gōnglì	gong1 li4	gong1 li4	名
6787	7-9	功利	gōnglì	gong1 li4	gong1 li4	名
6788	7-9	功率	gōnglǜ	gong1 lü4	gong1 lü4	名
6789	7-9	公墓	gōngmù	gong1 mu4	gong1 mu4	名
6790	7-9	供暖	gōngnuǎn	gong1 nuan3	gong1 nuan3	动
6791	7-9	公仆	gōngpú	gong1 pu2	gong1 pu2	名
6792	7-9	公顷	gōngqǐng	gong1 qing3	gong1 qing3	量
6793	7-9	供求	gōngqiú	gong1 qiu2	gong1 qiu2	名
6794	7-9	公然	gōngrán	gongr1 an2	gong1 r5 an2	副
6795	7-9	公示	gōngshì	gong1 shi4	gong1 shi4	动
6796	7-9	公式	gōngshì	gong1 shi4	gong1 shi4	名
6797	7-9	公事	gōngshì	gong1 shi4	gong1 shi4	名
6798	7-9	攻势	gōngshì	gong1 shi4	gong1 shi4	名
6799	7-9	宫廷	gōngtíng	gong1 ting2	gong1 ting2	名
6800	7-9	恭维	gōngwéi	gong1 wei2	gong1 wei2	动
6801	7-9	公务	gōngwù	gong1 wu4	gong1 wu4	名
6802	7-9	供需	gōngxū	gong1 xu1	gong1 xu1	名
6803	7-9	供养	gōngyǎng	gong1 yang3	gong1 yang3	动
6804	7-9	供应链	gōngyìngliàn	gong1 ying4 lian4	gong1 ying4 lian4	名
6805	7-9	公用	gōngyòng	gong1 yong4	gong1 yong4	动
6806	7-9	公约	gōngyuē	gong1 yue1	gong1 yue1	名
6807	7-9	公证	gōngzhèng	gong1 zheng4	gong1 zheng4	动
6808	7-9	工整	gōngzhěng	gong1 zheng3	gong1 zheng3	形
6809	7-9	公职	gōngzhí	gong1 zhi2	gong1 zhi2	名
6810	7-9	拱	gǒng	gong3	gong3	动
6811	7-9	供奉	gòngfèng	gong4 feng4	gong4 feng4	动、名
6812	7-9	共和国	gònghéguó	gong4 he2 guo2	gong4 he2 guo2	名
6813	7-9	共鸣	gòngmíng	gong4 ming2	gong4 ming2	动
6814	7-9	共识	gòngshí	gong4 shi2	gong4 shi2	名
6815	7-9	共同体	gòngtóngtǐ	gong4 tong2 ti3	gong4 tong2 ti3	名
6816	7-9	共性	gòngxìng	gong4 xing4	gong4 xing4	名
6817	7-9	勾	gōu	gou1	gou1	动
6818	7-9	钩	gōu	gou1	gou1	名、动
6819	7-9	勾结	gōujié	gou1 jie2	gou1 jie2	动
6820	7-9	勾勒	gōulè	gou1 le4	gou1 le4	动
6821	7-9	构建	gòujiàn	gou4 jian4	gou4 jian4	动
6822	7-9	够呛	gòuqiàng	gou4 qiang4	gou4 qiang4	形
6823	7-9	构思	gòusī	gou4 si1	gou4 si1	动
6824	7-9	构想	gòuxiǎng	gou4 xiang3	gou4 xiang3	动、名
6825	7-9	孤单	gūdān	gu1 dan1	gu1 dan1	形
6826	7-9	孤儿	gū’ér	gu1 er2	gu1 er2	名
6827	7-9	辜负	gūfù	gu1 fu4	gu1 fu4	动
6828	7-9	孤立	gūlì	gu1 li4	gu1 li4	形、动
6829	7-9	孤零零	gūlínglíng	gu1 ling2 ling2	gu1 ling2 ling2	形
6830	7-9	孤陋寡闻	gūlòu-guǎwén	gu1 lou4 gua3 wen2	gu1 lou4 gua3 wen2	
6831	7-9	姑且	gūqiě	gu1 qie3	gu1 qie3	副
6832	7-9	估算	gūsuàn	gu1 suan4	gu1 suan4	动
6833	7-9	股	gǔ	gu3	gu3	量
6834	7-9	鼓动	gǔdòng	gu3 dong4	gu3 dong4	动
6835	7-9	古董	gǔdǒng	gu3 dong3	gu3 dong3	名
6836	7-9	股东	gǔdōng	gu3 dong1	gu3 dong1	名
6837	7-9	股份	gǔfèn	gu3 fen4	gu3 fen4	名
6838	7-9	骨干	gǔgàn	gu3 gan4	gu3 gan4	名
6839	7-9	骨骼	gǔgé	gu3 ge2	gu3 ge2	名
6840	7-9	古怪	gǔguài	gu3 guai4	gu3 guai4	形
6841	7-9	古籍	gǔjí	gu3 ji2	gu3 ji2	名
6842	7-9	骨架	gǔjià	gu3 jia4	gu3 jia4	名
6843	7-9	古今中外	gǔjīn-zhōngwài	gu3 jin1 zhong1 wai4	gu3 jin1 zhong1 wai4	
6844	7-9	股民	gǔmín	gu3 min2	gu3 min2	名
6845	7-9	古朴	gǔpǔ	gu3 pu3	gu3 pu3	形
6846	7-9	骨气	gǔqì	gu3 qi4	gu3 qi4	名
6847	7-9	谷物	gǔwù	gu3 wu4	gu3 wu4	名
6848	7-9	骨折	gǔzhé	gu3 zhe2	gu3 zhe2	动
6849	7-9	故	gù	gu4	gu4	副、连
6850	7-9	雇	gù	gu4	gu4	动
6851	7-9	固化	gùhuà	gu4 hua4	gu4 hua4	动
6852	7-9	顾及	gùjí	gu4 ji2	gu4 ji2	动
6853	7-9	顾虑	gùlǜ	gu4 lü4	gu4 lü4	动、名
6854	7-9	顾名思义	gùmíng-sīyì	gu4 ming2 si1 yi4	gu4 ming2 si1 yi4	
6855	7-9	顾全大局	gùquán-dàjú	gu4 quan2 da4 ju2	gu4 quan2 da4 ju2	
6856	7-9	固然	gùrán	gur4 an2	gu4 r5 an2	连
6857	7-9	雇佣	gùyōng	gu4 yong1	gu4 yong1	动
6858	7-9	固有	gùyǒu	gu4 you3	gu4 you3	形
6859	7-9	雇员	gùyuán	gu4 yuan2	gu4 yuan2	名
6860	7-9	固执	gùzhi	gu4 zhi5	gu4 zhi5	形
6861	7-9	雇主	gùzhǔ	gu4 zhu3	gu4 zhu3	名
6862	7-9	瓜分	guāfēn	gua1 fen1	gua1 fen1	动
6863	7-9	刮目相看	guāmù-xiāngkàn	gua1 mu4 xiang1 kan4	gua1 mu4 xiang1 kan4	
6864	7-9	瓜子	guāzǐ	gua1 zi3	gua1 zi3	名
6865	7-9	寡妇	guǎfu	gua3 fu5	gua3 fu5	名
6866	7-9	挂钩	guàgōu	gua4 gou1	gua4 gou1	动、名
6867	7-9	挂念	guàniàn	gua4 nian4	gua4 nian4	动
6868	7-9	挂失	guàshī	gua4 shi1	gua4 shi1	动
6869	7-9	乖	guāi	guai1	guai1	形
6870	7-9	乖巧	guāiqiǎo	guai1 qiao3	guai1 qiao3	形
6871	7-9	拐杖	guǎizhàng	guai3 zhang4	guai3 zhang4	名
6872	7-9	怪不得	guàibude	guai4 bu5 de5	guai4 bu4 de5	动、副
6873	7-9	怪物	guàiwu	guai4 wu5	guai4 wu5	名
6874	7-9	怪异	guàiyì	guai4 yi4	guai4 yi4	形、名
6875	7-9	官兵	guānbīng	guan1 bing1	guan1 bing1	名
6876	7-9	棺材	guāncai	guan1 cai5	guan1 cai5	名
6877	7-9	观测	guāncè	guan1 ce4	guan1 ce4	动
6878	7-9	观感	guāngǎn	guang1 an3	guang1 an3	名
6879	7-9	关节	guānjié	guan1 jie2	guan1 jie2	名
6880	7-9	官吏	guānlì	guan1 li4	guan1 li4	名
6881	7-9	官僚	guānliáo	guan1 liao2	guan1 liao2	名
6882	7-9	观摩	guānmó	guan1 mo2	guan1 mo2	动
6883	7-9	关切	guānqiè	guan1 qie4	guan1 qie4	动
6884	7-9	关税	guānshuì	guan1 shui4	guan1 shui4	名
6885	7-9	官司	guānsi	guan1 si5	guan1 si5	名
6886	7-9	关头	guāntóu	guan1 tou2	guan1 tou2	名
6887	7-9	观望	guānwàng	guan1 wang4	guan1 wang4	动
6888	7-9	关照	guānzhào	guan1 zhao4	guan1 zhao4	动
6889	7-9	管家	guǎnjiā	guan3 jia1	guan3 jia1	名
6890	7-9	管教	guǎnjiào	guan3 jiao4	guan3 jiao4	动、名
6891	7-9	管辖	guǎnxiá	guan3 xia2	guan3 xia2	动
6892	7-9	管用	guǎnyòng	guan3 yong4	guan3 yong4	形
6893	7-9	惯	guàn	guan4	guan4	动
6894	7-9	灌	guàn	guan4	guan4	动
6895	7-9	贯彻	guànchè	guan4 che4	guan4 che4	动
6896	7-9	贯穿	guànchuān	guan4 chuan1	guan4 chuan1	动
6897	7-9	灌溉	guàngài	guang4 ai4	guang4 ai4	动
6898	7-9	惯例	guànlì	guan4 li4	guan4 li4	名
6899	7-9	灌输	guànshū	guan4 shu1	guan4 shu1	动
6900	7-9	贯通	guàntōng	guan4 tong1	guan4 tong1	动
6901	7-9	罐头	guàntou	guan4 tou5	guan4 tou5	名
6902	7-9	惯性	guànxìng	guan4 xing4	guan4 xing4	名
6903	7-9	光彩	guāngcǎi	guang1 cai3	guang1 cai3	名、形
6904	7-9	光顾	guānggù	guang1 gu4	guang1 gu4	动
6905	7-9	光滑	guānghuá	guang1 hua2	guang1 hua2	形
6906	7-9	光环	guānghuán	guang1 huan2	guang1 huan2	名
6907	7-9	光辉	guānghuī	guang1 hui1	guang1 hui1	名、形
6908	7-9	光缆	guānglǎn	guang1 lan3	guang1 lan3	名
6909	7-9	光芒	guāngmáng	guang1 mang2	guang1 mang2	名
6910	7-9	光明磊落	guāngmíng-lěiluò	guang1 ming2 lei3 luo4	guang1 ming2 lei3 luo4	
6911	7-9	光盘	guāngpán	guang1 pan2	guang1 pan2	名
6912	7-9	光荣	guāngróng	guangr1 o2 ng5	guang1 r5 o2 ng5	形、名
6913	7-9	光泽	guāngzé	guang1 ze2	guang1 ze2	名
6914	7-9	广义	guǎngyì	guang3 yi4	guang3 yi4	名
6915	7-9	龟	guī	gui1	gui1	名
6916	7-9	瑰宝	guībǎo	gui1 bao3	gui1 bao3	名
6917	7-9	规格	guīgé	gui1 ge2	gui1 ge2	名
6918	7-9	归根到底	guīgēn-dàodǐ	gui1 gen1 dao4 di3	gui1 gen1 dao4 di3	
6919	7-9	归结	guījié	gui1 jie2	gui1 jie2	动
6920	7-9	归来	guīlái	gui1 lai2	gui1 lai2	动
6921	7-9	归纳	guīnà	gui1 na4	gui1 na4	动
6922	7-9	闺女	guīnü	gui1 nü5	gui1 nü5	名
6923	7-9	归属	guīshǔ	gui1 shu3	gui1 shu3	动
6924	7-9	归宿	guīsù	gui1 su4	gui1 su4	名
6925	7-9	归于	guīyú	gui1 yu2	gui1 yu2	动
6926	7-9	规章	guīzhāng	gui1 zhang1	gui1 zhang1	名
6927	7-9	鬼	guǐ	gui3	gui3	名、形
6928	7-9	轨迹	guǐjì	gui3 ji4	gui3 ji4	名
6929	7-9	诡计	guǐjì	gui3 ji4	gui3 ji4	名
6930	7-9	贵宾	guìbīn	gui4 bin1	gui4 bin1	名
6931	7-9	桂花	guìhuā	gui4 hua1	gui4 hua1	名
6932	7-9	柜台	guìtái	gui4 tai2	gui4 tai2	名
6933	7-9	贵族	guìzú	gui4 zu2	gui4 zu2	名
6934	7-9	滚动	gǔndòng	gun3 dong4	gun3 dong4	动
6935	7-9	国防	guófáng	guo2 fang2	guo2 fang2	名
6936	7-9	国徽	guóhuī	guo2 hui1	guo2 hui1	名
6937	7-9	国民	guómín	guo2 min2	guo2 min2	名
6938	7-9	国土	guótǔ	guo2 tu3	guo2 tu3	名
6939	7-9	国务院	guówùyuàn	guo2 wu4 yuan4	guo2 wu4 yuan4	名
6940	7-9	国学	guóxué	guo2 xue2	guo2 xue2	名
6941	7-9	国有	guóyǒu	guo2 you3	guo2 you3	动
6942	7-9	裹	guǒ	guo3	guo3	动
6943	7-9	果断	guǒduàn	guo3 duan4	guo3 duan4	形
6944	7-9	果真	guǒzhēn	guo3 zhen1	guo3 zhen1	副、连
6945	7-9	过意不去	guòyìbúqù	guo4 yi4 bu2 qu4	guo4 yi4 bu4 qu4	
6946	7-9	过半	guòbàn	guo4 ban4	guo4 ban4	动
6947	7-9	过不去	guòbuqù	guo4 bu5 qu4	guo4 bu4 qu4	动
6948	7-9	过错	guòcuò	guo4 cuo4	guo4 cuo4	名
6949	7-9	过道	guòdào	guo4 dao4	guo4 dao4	名
6950	7-9	过关	guòguān	guo4 guan1	guo4 guan1	动
6951	7-9	过奖	guòjiǎng	guo4 jiang3	guo4 jiang3	动
6952	7-9	过境	guòjìng	guo4 jing4	guo4 jing4	动
6953	7-9	过量	guòliàng	guo4 liang4	guo4 liang4	动
6954	7-9	过滤	guòlǜ	guo4 lü4	guo4 lü4	动
6955	7-9	过剩	guòshèng	guo4 sheng4	guo4 sheng4	动
6956	7-9	过失	guòshī	guo4 shi1	guo4 shi1	名
6957	7-9	过头	guòtóu	guo4 tou2	guo4 tou2	形
6958	7-9	过往	guòwǎng	guo4 wang3	guo4 wang3	动、名
6959	7-9	过问	guòwèn	guo4 wen4	guo4 wen4	动
6960	7-9	过瘾	guòyǐn	guo4 yin3	guo4 yin3	形
6961	7-9	过硬	guòyìng	guo4 ying4	guo4 ying4	形
6962	7-9	海报	hǎibào	hai3 bao4	hai3 bao4	名
6963	7-9	海滨	hǎibīn	hai3 bin1	hai3 bin1	名
6964	7-9	海盗	hǎidào	hai3 dao4	hai3 dao4	名
6965	7-9	海军	hǎijūn	hai3 jun1	hai3 jun1	名
6966	7-9	海量	hǎiliàng	hai3 liang4	hai3 liang4	名、形
6967	7-9	海绵	hǎimián	hai3 mian2	hai3 mian2	名
6968	7-9	海滩	hǎitān	hai3 tan1	hai3 tan1	名
6969	7-9	海豚	hǎitún	hai3 tun2	hai3 tun2	名
6970	7-9	海湾	hǎiwān	hai3 wan1	hai3 wan1	名
6971	7-9	海峡	hǎixiá	hai3 xia2	hai3 xia2	名
6972	7-9	海啸	hǎixiào	hai3 xiao4	hai3 xiao4	名
6973	7-9	海运	hǎiyùn	hai3 yun4	hai3 yun4	动
6974	7-9	海藻	hǎizǎo	hai3 zao3	hai3 zao3	名
6975	7-9	害虫	hàichóng	hai4 chong2	hai4 chong2	名
6976	7-9	骇人听闻	hàiréntīngwén	hair4 en2 ting1 wen2	hai4 r5 en2 ting1 wen2	
6977	7-9	酣畅	hānchàng	han1 chang4	han1 chang4	形
6978	7-9	憨厚	hānhòu	han1 hou4	han1 hou4	形
6979	7-9	酣睡	hānshuì	han1 shui4	han1 shui4	动
6980	7-9	函	hán	han2	han2	名
6981	7-9	寒带	hándài	han2 dai4	han2 dai4	名
6982	7-9	涵盖	hángài	hang2 ai4	hang2 ai4	动
6983	7-9	含糊	hánhu	han2 hu5	han2 hu5	形
6984	7-9	含蓄	hánxù	han2 xu4	han2 xu4	动、形
6985	7-9	寒暄	hánxuān	han2 xuan1	han2 xuan1	动
6986	7-9	汉服	Hànfú	han4 fu2	han4 fu2	名
6987	7-9	汗马功劳	hànmǎ-gōngláo	han4 ma3 gong1 lao2	han4 ma3 gong1 lao2	
6988	7-9	捍卫	hànwèi	han4 wei4	han4 wei4	动
6989	7-9	夯实	hāngshí	hang1 shi2	hang1 shi2	动
6990	7-9	航海	hánghǎi	hang2 hai3	hang2 hai3	动
6991	7-9	行家	hángjia	hang2 jia5	hang2 jia5	名
6992	7-9	行列	hángliè	hang2 lie4	hang2 lie4	名
6993	7-9	行情	hángqíng	hang2 qing2	hang2 qing2	名
6994	7-9	航天	hángtiān	hang2 tian1	hang2 tian1	动
6995	7-9	航天员	hángtiānyuán	hang2 tian1 yuan2	hang2 tian1 yuan2	名
6996	7-9	航行	hángxíng	hang2 xing2	hang2 xing2	动
6997	7-9	航运	hángyùn	hang2 yun4	hang2 yun4	名
6998	7-9	豪华	háohuá	hao2 hua2	hao2 hua2	形
6999	7-9	豪迈	háomài	hao2 mai4	hao2 mai4	形
7000	7-9	好比	hǎobǐ	hao3 bi3	hao3 bi3	动
7001	7-9	好歹	hǎodǎi	hao3 dai3	hao3 dai3	名、副
7002	7-9	好受	hǎoshòu	hao3 shou4	hao3 shou4	形
7003	7-9	好说	hǎoshuō	hao3 shuo1	hao3 shuo1	动
7004	7-9	好似	hǎosì	hao3 si4	hao3 si4	动
7005	7-9	好心	hǎoxīn	hao3 xin1	hao3 xin1	名
7006	7-9	好意	hǎoyì	hao3 yi4	hao3 yi4	名
7007	7-9	好在	hǎozài	hao3 zai4	hao3 zai4	副
7008	7-9	耗	hào	hao4	hao4	动
7009	7-9	号称	hàochēng	hao4 cheng1	hao4 cheng1	动
7010	7-9	耗费	hàofèi	hao4 fei4	hao4 fei4	动
7011	7-9	浩瀚	hàohàn	hao4 han4	hao4 han4	形
7012	7-9	浩劫	hàojié	hao4 jie2	hao4 jie2	名
7013	7-9	好胜	hàoshèng	hao4 sheng4	hao4 sheng4	形
7014	7-9	耗时	hàoshí	hao4 shi2	hao4 shi2	动
7015	7-9	呵	hē	he1	he1	动
7016	7-9	呵护	hēhù	he1 hu4	he1 hu4	动
7017	7-9	何	hé	he2	he2	代
7018	7-9	和2	hé	he2	he2	形
7019	7-9	核	hé	he2	he2	名
7020	7-9	和蔼	hé’ǎi	he2 ai3	he2 ai3	形
7021	7-9	何必	hébì	he2 bi4	he2 bi4	副
7022	7-9	核查	héchá	he2 cha2	he2 cha2	动
7023	7-9	合唱	héchàng	he2 chang4	he2 chang4	动
7024	7-9	何等	héděng	he2 deng3	he2 deng3	代、副
7025	7-9	核电站	hédiànzhàn	he2 dian4 zhan4	he2 dian4 zhan4	名
7026	7-9	核对	héduì	he2 dui4	he2 dui4	动
7027	7-9	和好	héhǎo	he2 hao3	he2 hao3	形、动
7028	7-9	合乎	héhū	he2 hu1	he2 hu1	动
7029	7-9	荷花	héhuā	he2 hua1	he2 hua1	名
7030	7-9	合伙	héhuǒ	he2 huo3	he2 huo3	动
7031	7-9	合计	héjì	he2 ji4	he2 ji4	动
7032	7-9	和解	héjiě	he2 jie3	he2 jie3	动
7033	7-9	何苦	hékǔ	he2 ku3	he2 ku3	副
7034	7-9	何况	hékuàng	he2 kuang4	he2 kuang4	连
7035	7-9	禾苗	hémiáo	he2 miao2	he2 miao2	名
7036	7-9	和睦	hémù	he2 mu4	he2 mu4	形
7037	7-9	核能	hénéng	hen2 eng2	hen2 eng2	名
7038	7-9	河畔	hépàn	he2 pan4	he2 pan4	名
7039	7-9	和平共处	hépínggòngchǔ	he2 ping2 gong4 chu3	he2 ping2 gong4 chu3	
7040	7-9	和气	héqi	he2 qi5	he2 qi5	形、名
7041	7-9	和尚	héshang	he2 shang5	he2 shang5	名
7042	7-9	核实	héshí	he2 shi2	he2 shi2	动
7043	7-9	核桃	hétao	he2 tao5	he2 tao5	名
7044	7-9	核武器	héwǔqì	he2 wu3 qi4	he2 wu3 qi4	名
7045	7-9	合约	héyuē	he2 yue1	he2 yue1	名
7046	7-9	何止	hézhǐ	he2 zhi3	he2 zhi3	动
7047	7-9	合资	hézī	he2 zi1	he2 zi1	动
7048	7-9	喝彩	hècǎi	he4 cai3	he4 cai3	动
7049	7-9	贺电	hèdiàn	he4 dian4	he4 dian4	名
7050	7-9	鹤立鸡群	hèlìjīqún	he4 li4 ji1 qun2	he4 li4 ji1 qun2	
7051	7-9	赫然	hèrán	her4 an2	he4 r5 an2	形
7052	7-9	贺信	hèxìn	he4 xin4	he4 xin4	名
7053	7-9	黑客	hēikè	hei1 ke4	hei1 ke4	名
7054	7-9	黑马	hēimǎ	hei1 ma3	hei1 ma3	名
7055	7-9	黑名单	hēimíngdān	hei1 ming2 dan1	hei1 ming2 dan1	名
7056	7-9	恨不得	hènbude	hen4 bu5 de5	hen4 bu4 de5	动
7057	7-9	哼	hēng	heng1	heng1	动
7058	7-9	横	héng	heng2	heng2	形
7059	7-9	横向	héngxiàng	heng2 xiang4	heng2 xiang4	形
7060	7-9	恒星	héngxīng	heng2 xing1	heng2 xing1	名
7061	7-9	轰	hōng	hong1	hong1	拟声、动
7062	7-9	烘	hōng	hong1	hong1	动
7063	7-9	烘焙	hōngbèi	hong1 bei4	hong1 bei4	动
7064	7-9	轰动	hōngdòng	hong1 dong4	hong1 dong4	动
7065	7-9	烘干	hōnggān	hong1 gan1	hong1 gan1	动
7066	7-9	哄堂大笑	hōngtáng-dàxiào	hong1 tang2 da4 xiao4	hong1 tang2 da4 xiao4	
7067	7-9	烘托	hōngtuō	hong1 tuo1	hong1 tuo1	动
7068	7-9	轰炸	hōngzhà	hong1 zha4	hong1 zha4	动
7069	7-9	宏观	hóngguān	hong2 guan1	hong2 guan1	形
7070	7-9	红火	hónghuo	hong2 huo5	hong2 huo5	形
7071	7-9	红利	hónglì	hong2 li4	hong2 li4	名
7072	7-9	洪亮	hóngliàng	hong2 liang4	hong2 liang4	形
7073	7-9	红扑扑	hóngpūpū	hong2 pu1 pu1	hong2 pu1 pu1	形
7074	7-9	红润	hóngrùn	hong2 run4	hong2 run4	形
7075	7-9	红薯	hóngshǔ	hong2 shu3	hong2 shu3	名
7076	7-9	宏伟	hóngwěi	hong2 wei3	hong2 wei3	形
7077	7-9	弘扬	hóngyáng	hong2 yang2	hong2 yang2	动
7078	7-9	哄	hǒng	hong3	hong3	动
7079	7-9	喉咙	hóulóng	hou2 long2	hou2 long2	名
7080	7-9	吼	hǒu	hou3	hou3	动
7081	7-9	后备	hòubèi	hou4 bei4	hou4 bei4	形、名
7082	7-9	后备箱	hòubèixiāng	hou4 bei4 xiang1	hou4 bei4 xiang1	名
7083	7-9	厚道	hòudao	hou4 dao5	hou4 dao5	形
7084	7-9	后盾	hòudùn	hou4 dun4	hou4 dun4	名
7085	7-9	后顾之忧	hòugùzhīyōu	hou4 gu4 zhi1 you1	hou4 gu4 zhi1 you1	
7086	7-9	后勤	hòuqín	hou4 qin2	hou4 qin2	名
7087	7-9	后世	hòushì	hou4 shi4	hou4 shi4	名
7088	7-9	后台	hòutái	hou4 tai2	hou4 tai2	名
7089	7-9	后续	hòuxù	hou4 xu4	hou4 xu4	形
7090	7-9	候选人	hòuxuǎnrén	hou4 xuanr3 en2	hou4 xuan3 r5 en2	名
7091	7-9	后裔	hòuyì	hou4 yi4	hou4 yi4	名
7092	7-9	后遗症	hòuyízhèng	hou4 yi2 zheng4	hou4 yi2 zheng4	名
7093	7-9	呼	hū	hu1	hu1	动
7094	7-9	呼唤	hūhuàn	hu1 huan4	hu1 huan4	动
7095	7-9	呼救	hūjiù	hu1 jiu4	hu1 jiu4	动
7096	7-9	忽冷忽热	hūlěng-hūrè	hu1 leng3 hur1 e4	hu1 leng3 hu1 r5 e4	
7097	7-9	呼声	hūshēng	hu1 sheng1	hu1 sheng1	名
7098	7-9	呼啸	hūxiào	hu1 xiao4	hu1 xiao4	动
7099	7-9	呼应	hūyìng	hu1 ying4	hu1 ying4	动
7100	7-9	忽悠	hūyou	hu1 you5	hu1 you5	动
7101	7-9	呼吁	hūyù	hu1 yu4	hu1 yu4	动
7102	7-9	糊	hú	hu2	hu2	动
7103	7-9	狐狸	húli	hu2 li5	hu2 li5	名
7104	7-9	胡乱	húluàn	hu2 luan4	hu2 luan4	副
7105	7-9	胡闹	húnào	hun2 ao4	hun2 ao4	动
7106	7-9	湖泊	húpō	hu2 po1	hu2 po1	名
7107	7-9	胡说	húshuō	hu2 shuo1	hu2 shuo1	动
7108	7-9	胡思乱想	húsī-luànxiǎng	hu2 si1 luan4 xiang3	hu2 si1 luan4 xiang3	
7109	7-9	糊涂	hútu	hu2 tu5	hu2 tu5	形
7110	7-9	护	hù	hu4	hu4	动
7111	7-9	互补	hùbǔ	hu4 bu3	hu4 bu3	动
7112	7-9	护理	hùlǐ	hu4 li3	hu4 li3	动
7113	7-9	花瓣	huābàn	hua1 ban4	hua1 ban4	名
7114	7-9	花卉	huāhuì	hua1 hui4	hua1 hui4	名
7115	7-9	花蕾	huālěi	hua1 lei3	hua1 lei3	名
7116	7-9	花纹	huāwén	hua1 wen2	hua1 wen2	名
7117	7-9	花样	huāyàng	hua1 yang4	hua1 yang4	名
7118	7-9	划不来	huábulái	hua2 bu5 lai2	hua2 bu4 lai2	形
7119	7-9	划得来	huádelái	hua2 de5 lai2	hua2 de5 lai2	形
7120	7-9	滑稽	huájī	hua2 ji1	hua2 ji1	形
7121	7-9	华丽	huálì	hua2 li4	hua2 li4	形
7122	7-9	华侨	huáqiáo	hua2 qiao2	hua2 qiao2	名
7123	7-9	哗然	huárán	huar2 an2	hua2 r5 an2	形
7124	7-9	华人	huárén	huar2 en2	hua2 r5 en2	名
7125	7-9	划算	huásuàn	hua2 suan4	hua2 suan4	动、形
7126	7-9	滑梯	huátī	hua2 ti1	hua2 ti1	名
7127	7-9	华裔	huáyì	hua2 yi4	hua2 yi4	名
7128	7-9	画册	huàcè	hua4 ce4	hua4 ce4	名
7129	7-9	化肥	huàféi	hua4 fei2	hua4 fei2	名
7130	7-9	化解	huàjiě	hua4 jie3	hua4 jie3	动
7131	7-9	画龙点睛	huàlóng-diǎnjīng	hua4 long2 dian3 jing1	hua4 long2 dian3 jing1	
7132	7-9	化身	huàshēn	hua4 shen1	hua4 shen1	名
7133	7-9	画蛇添足	huàshé-tiānzú	hua4 she2 tian1 zu2	hua4 she2 tian1 zu2	
7134	7-9	划时代	huàshídài	hua4 shi2 dai4	hua4 shi2 dai4	形
7135	7-9	化险为夷	huàxiǎnwéiyí	hua4 xian3 wei2 yi2	hua4 xian3 wei2 yi2	
7136	7-9	化验	huàyàn	hua4 yan4	hua4 yan4	动
7137	7-9	话语	huàyǔ	hua4 yu3	hua4 yu3	名
7138	7-9	怀抱	huáibào	huai2 bao4	huai2 bao4	动、名
7139	7-9	怀旧	huáijiù	huai2 jiu4	huai2 jiu4	动
7140	7-9	槐树	huáishù	huai2 shu4	huai2 shu4	名
7141	7-9	欢呼	huānhū	huan1 hu1	huan1 hu1	动
7142	7-9	欢聚	huānjù	huan1 ju4	huan1 ju4	动
7143	7-9	欢快	huānkuài	huan1 kuai4	huan1 kuai4	形
7144	7-9	欢声笑语	huānshēng-xiàoyǔ	huan1 sheng1 xiao4 yu3	huan1 sheng1 xiao4 yu3	
7145	7-9	环比	huánbǐ	huan2 bi3	huan2 bi3	动
7146	7-9	环球	huánqiú	huan2 qiu2	huan2 qiu2	动
7147	7-9	环绕	huánrào	huanr2 ao4	huan2 r5 ao4	动
7148	7-9	缓	huǎn	huan3	huan3	动
7149	7-9	缓和	huǎnhé	huan3 he2	huan3 he2	形、动
7150	7-9	焕发	huànfā	huan4 fa1	huan4 fa1	动
7151	7-9	幻觉	huànjué	huan4 jue2	huan4 jue2	名
7152	7-9	唤起	huànqǐ	huan4 qi3	huan4 qi3	动
7153	7-9	换取	huànqǔ	huan4 qu3	huan4 qu3	动
7154	7-9	焕然一新	huànrán-yìxīn	huanr4 an2 yi4 xin1	huan4 r5 an2 yi1 xin1	
7155	7-9	唤醒	huànxǐng	huan4 xing3	huan4 xing3	动
7156	7-9	幻影	huànyǐng	huan4 ying3	huan4 ying3	名
7157	7-9	荒	huāng	huang1	huang1	动
7158	7-9	慌	huāng	huang1	huang1	形
7159	7-9	荒诞	huāngdàn	huang1 dan4	huang1 dan4	形
7160	7-9	荒凉	huāngliáng	huang1 liang2	huang1 liang2	形
7161	7-9	慌乱	huāngluàn	huang1 luan4	huang1 luan4	形
7162	7-9	慌忙	huāngmáng	huang1 mang2	huang1 mang2	形
7163	7-9	荒谬	huāngmiù	huang1 miu4	huang1 miu4	形
7164	7-9	荒唐	huāngtáng	huang1 tang2	huang1 tang2	形
7165	7-9	慌张	huāngzhāng	huang1 zhang1	huang1 zhang1	形
7166	7-9	皇宫	huánggōng	huang2 gong1	huang2 gong1	名
7167	7-9	皇后	huánghòu	huang2 hou4	huang2 hou4	名
7168	7-9	黄昏	huánghūn	huang2 hun1	huang2 hun1	名
7169	7-9	皇上	huángshang	huang2 shang5	huang2 shang5	名
7170	7-9	皇室	huángshì	huang2 shi4	huang2 shi4	名
7171	7-9	晃	huǎng	huang3	huang3	动
7172	7-9	谎话	huǎnghuà	huang3 hua4	huang3 hua4	名
7173	7-9	恍然大悟	huǎngrán-dàwù	huangr3 an2 da4 wu4	huang3 r5 an2 da4 wu4	
7174	7-9	谎言	huǎngyán	huang3 yan2	huang3 yan2	名
